Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Zone_1_Power_Consumption,qcut_feat_1,class
14.76,56.66,4.916,422.8,35.86,33891.64557,33914.9668639208,0
15.15,53.96,4.919,443.4,35.83,33958.48101,33981.2969184566,0
15.58,52.69,4.917,462.0,36.4,34098.22785,34120.78032802198,0
15.78,52.92,4.919,474.6,36.07,34395.94937,34419.10095303299,0
15.95,53.92,4.916,493.1,37.02,34657.21519,34680.446524413834,0
16.25,52.85,4.918,503.5,37.26,34560.0,34583.04918142781,0
16.57,51.05,4.92,516.7,37.49,34566.07595,34588.639260216056,0
16.78,49.82,4.916,526.7,37.67,35027.8481,35050.040284762414,0
16.91,49.12,4.918,535.2,38.22,34985.31646,35007.04903980115,0
16.97,47.65,4.917,542.3,38.33,35252.65823,35273.75451228541,0
17.1,48.88,4.918,548.7,38.42,35033.92405,35055.67959398751,0
17.15,49.22,4.919,555.1,39.91,34954.93671,34976.087373993985,1
17.18,49.25,4.918,549.1,39.93,35283.03797,35304.22792742549,1
17.37,49.42,4.917,557.6,41.53,35185.82278,35206.492787223695,1
17.38,50.25,4.916,551.6,41.84,35149.36709,35170.24053646271,1
17.36,48.88,4.919,553.2,40.75,34942.78481,34963.6082897546,1
17.38,47.18,4.918,549.5,40.85,34602.53165,34622.604805446754,1
17.36,48.31,4.919,542.7,41.24,34608.60759,34628.94371027158,1
17.45,49.05,4.914,534.3,41.55,35076.4557,35097.055519494585,1
17.48,49.68,4.916,525.6,42.5,34414.17722,34434.61031176471,0
17.43,49.42,4.918,516.9,41.44,34347.34177,34368.128222702704,0
17.46,49.55,4.917,505.9,41.28,33770.12658,33791.08450151162,0
17.56,50.28,4.916,489.3,42.81,33423.79747,33444.42154848633,0
17.46,50.35,4.917,474.1,43.18,33399.49367,33419.852887230205,0
17.29,49.38,4.916,460.0,43.12,33180.75949,33200.5595874026,0
17.24,46.54,4.915,441.6,43.74,32627.8481,32646.19171225423,0
17.39,48.58,4.916,423.1,45.88,32166.07595,32184.489337096773,0
17.41,49.51,4.916,403.0,52.81,32251.13924,32267.461321045255,0
17.34,49.51,4.92,382.3,70.2,32457.72152,32469.950913162393,0
17.32,49.35,4.915,359.0,114.7,32147.8481,32155.30007907585,0
17.41,50.35,4.918,332.6,193.0,32147.8481,32152.39003523316,0
17.21,52.05,4.917,303.7,267.0,32008.10127,32011.456253146065,0
17.2,55.12,4.917,280.4,293.9,31680.0,31683.225804695474,0
16.95,55.71,4.915,255.7,289.2,31649.62025,31652.88541078838,0
16.82,56.88,4.919,228.9,266.3,31783.29114,31786.883785888098,0
16.78,57.01,4.922,202.4,238.8,31941.26582,31945.27179906198,0
16.58,56.85,4.918,179.2,213.8,31983.79747,31988.206136978486,0
16.46,57.38,4.915,151.3,182.0,32712.91139,32718.100811978024,1
16.26,57.78,4.915,126.1,153.6,33709.36709,33715.4836446875,1
16.16,57.18,4.915,103.4,127.5,35477.46835,35484.715634705884,1
16.06,57.44,4.912,83.3,103.8,38132.65823,38141.5453822158,1
15.99,57.14,4.915,63.68,80.0,41182.78481,41194.2056675,1
15.87,57.34,4.917,45.39,57.45,42428.35443,42444.19404357702,1
15.84,57.94,4.915,22.27,26.38,42829.36709,42864.15744633055,1
15.6,59.71,4.916,8.28,8.34,42932.65823,43044.34599978417,1
15.39,61.25,4.916,4.213,4.154,42871.89873,43098.82157545017,1
15.12,61.88,4.919,1.46,1.598,43163.5443,43749.04217234043,1
14.94,62.55,4.919,0.3,0.293,42969.11392,46158.523476313996,1
14.8,63.05,4.921,0.07,0.126,43139.24051,50545.11352587302,1
14.71,64.35,4.916,0.062,0.119,42926.58228,50881.10749008403,1
14.5,64.92,4.918,0.07,0.111,42768.60759,51249.14813054054,1
14.31,66.09,4.919,0.055,0.141,42908.35443,49615.78634489362,1
14.15,67.06,4.921,0.055,0.093,42829.36709,53032.582143763444,1
14.12,67.59,4.917,0.062,0.13,42549.87342,49891.18726615385,1
14.14,66.69,4.914,0.062,0.156,42452.65823,48497.50823,1
14.12,65.79,4.919,0.095,0.063,42604.55696,57349.87124571429,1
14.0,67.96,4.916,0.059,0.111,42318.98734,50890.51887153153,1
13.79,69.59,4.916,0.07,0.141,42148.86076,48954.86146921986,1
13.7,70.6,4.917,0.066,0.104,41996.96203,51297.15433769231,1
13.59,71.0,4.913,0.051,0.171,41984.81013,47627.441708947365,1
13.15,70.5,4.913,0.055,0.085,41760.0,52666.76470588235,1
13.33,70.7,4.919,0.062,0.126,41498.73418,48978.34529111111,1
13.48,69.16,4.919,0.051,0.093,40957.97468,50982.45640043011,1
13.41,69.93,4.922,0.022,0.185,40727.08861,45796.06861,1
13.49,66.32,4.923,0.055,0.126,39718.48101,46818.9318036508,1
13.62,63.82,4.912,0.062,0.115,38946.83544,46505.34326608696,1
13.43,66.96,4.914,0.048,0.141,38788.86076,45166.68203659575,1
13.11,67.49,4.914,0.044,0.163,38636.96203,44065.14546558283,1
12.97,70.2,4.919,0.037,0.096,38150.88608,47635.19858,1
13.01,72.2,4.918,0.029,0.145,37658.73418,44136.81693862069,1
12.87,72.6,4.914,0.055,0.126,36874.93671,44290.50813857143,1
12.97,71.9,4.911,0.073,0.167,36012.1519,41596.24172035928,1
12.79,73.4,4.912,0.051,0.141,35125.06329,41783.12002758865,1
12.39,74.2,4.917,0.059,0.137,34481.01266,41191.50901036496,1
12.6,75.6,4.911,0.051,0.152,33903.79747,40170.63957526316,1
12.12,77.0,4.913,0.062,0.13,33028.86076,40207.62999076923,1
11.87,77.5,4.918,0.066,0.148,31819.74684,38035.45629945946,1
11.6,75.8,4.912,0.059,0.126,30920.50633,37898.919028412696,1
11.35,75.2,4.914,0.048,0.119,29820.75949,36993.196464789915,1
11.66,74.9,4.916,0.059,0.1,28988.35443,37721.69443,1
11.5,74.0,4.915,0.073,0.122,28362.53165,35337.941486065574,1
11.23,74.9,4.916,0.04,0.163,27517.97468,32678.263023558284,1
11.58,74.6,4.917,0.055,0.115,26855.6962,34367.59185217391,1
11.58,73.5,4.914,0.059,0.148,26071.89873,31822.77710837838,0
11.18,75.5,4.915,0.059,0.1,25646.58228,34087.48228,0
10.91,76.7,4.92,0.037,0.119,25263.79747,32295.705033025213,0
10.87,77.0,4.916,0.059,0.111,24522.53165,32062.98210045045,0
10.97,77.0,4.913,0.073,0.141,24121.51899,30112.228209858156,0
11.06,75.7,4.915,0.077,0.13,23775.18987,30215.512946923074,0
11.31,74.7,4.912,0.055,0.178,23501.77215,28248.15979044944,0
11.41,73.6,4.917,0.062,0.096,22839.49367,31587.160336666668,0
11.54,73.9,4.915,0.062,0.13,22566.07595,29126.12210384615,0
11.61,73.0,4.913,0.095,0.115,22298.73418,29668.56026695652,0
11.71,73.2,4.915,0.073,0.134,22183.29114,28580.097110149254,0
11.9,71.3,4.915,0.088,0.093,21855.18987,30978.52320333333,0
11.94,71.8,4.914,0.051,0.152,21709.36709,27349.44603736842,0
12.1,70.8,4.914,0.04,0.145,21606.07595,27514.21388103448,0
13.27,66.99,4.917,0.062,0.13,21551.39241,28389.525486923078,0
13.87,63.49,4.916,0.051,0.119,21612.1519,29012.20484117647,0
14.38,59.85,4.914,0.081,0.111,21612.1519,29365.69244054054,0
14.3,58.35,4.919,0.062,0.119,21533.16456,28544.97128268908,0
13.72,62.52,4.92,0.048,0.13,21448.10127,28046.365885384614,0
13.49,62.08,4.919,0.044,0.093,21545.31646,30550.2540944086,0
12.18,69.76,4.915,0.044,0.093,21454.17722,30590.48689741936,0
11.75,71.4,4.916,0.095,0.145,21326.58228,27112.444348965517,0
11.6,71.7,4.922,0.051,0.145,21059.24051,26795.24051,0
11.68,71.5,4.919,0.066,0.178,21290.12658,25981.811973258427,0
11.72,69.63,4.916,0.055,0.122,21435.94937,28124.99527163934,0
11.56,69.9,4.917,0.051,0.145,21496.70886,27069.42610137931,0
11.73,69.13,4.92,0.033,0.141,21575.6962,27326.723859574467,0
11.33,70.6,4.915,0.033,0.145,21891.64557,27408.183501034484,0
11.39,70.7,4.922,0.07,0.134,22080.0,28089.5,0
11.34,69.67,4.915,0.048,0.122,23040.0,29515.883606557378,0
11.22,69.8,4.921,0.059,0.126,23483.5443,29699.06810952381,0
11.17,69.91,4.92,0.066,0.115,23088.60759,29878.996285652174,0
11.2,69.24,4.918,0.048,0.137,22961.01266,28621.509010364964,0
10.99,69.61,4.914,0.07,0.122,22918.48101,29189.086747704918,0
10.94,69.55,4.918,0.066,0.137,22487.08861,28040.935325328464,0
11.12,69.48,4.918,0.048,0.145,21624.3038,26952.70104137931,0
11.07,69.21,4.921,0.081,0.108,20773.67089,27867.695890000003,0
11.31,68.31,4.917,0.07,0.115,19728.60759,26446.74759,0
11.03,68.95,4.917,0.055,0.134,19303.29114,24978.802334029853,0
10.84,69.75,4.917,0.073,0.185,19224.3038,23311.276772972975,0
11.1,69.05,4.917,0.077,0.134,19321.51899,25041.33242283582,0
11.08,68.25,4.917,0.059,0.115,19418.73418,25994.473310434783,0
11.32,68.05,4.92,0.479,0.445,20014.17722,21745.24688292135,0
11.31,68.35,4.918,2.083,2.084,20384.81013,20755.749909270635,0
11.47,67.94,4.919,5.724,5.548,20500.25316,20640.713109531363,0
11.54,67.68,4.917,11.18,10.82,20937.72152,21009.905179889094,0
11.51,68.18,4.921,46.92,45.87,21217.21519,21234.32336091781,0
11.43,67.81,4.917,71.4,69.95,21934.17722,21945.257538799142,0
11.81,68.38,4.916,97.7,93.2,22505.31646,22513.981350557937,0
13.59,60.73,4.922,124.8,108.7,22973.16456,22980.75720673413,0
14.46,57.16,4.919,157.1,116.3,23374.17722,23381.284129716252,0
14.88,54.09,4.918,185.8,96.8,23769.11392,23777.428581157026,0
15.03,52.65,4.918,215.0,74.6,24753.41772,24764.02535404826,0
15.07,51.82,4.92,172.5,60.42,25701.26582,25714.19080179411,0
15.08,51.79,4.916,212.2,56.81,26248.10127,26261.848729954232,0
15.31,51.25,4.915,275.0,53.3,26946.83544,26961.55659384615,0
15.45,51.29,4.917,317.1,47.78,27596.96203,27613.54701325659,0
15.5,51.72,4.916,342.0,48.36,28295.6962,28312.27312307692,0
15.6,51.69,4.916,362.8,50.3,28994.43038,29010.461473439365,0
15.7,52.09,4.913,396.9,58.01,29480.50633,29494.60412348388,0
15.7,53.22,4.917,395.5,58.58,30094.17722,30108.44068876067,0
16.06,50.72,4.916,446.1,64.92,29772.1519,29784.69908422674,0
16.22,51.69,4.916,467.5,75.5,29875.44304,29886.54783205298,0
16.33,49.62,4.915,439.4,82.8,30422.27848,30432.064646666666,0
16.41,49.22,4.917,496.3,88.4,30920.50633,30929.643210090497,0
16.57,49.02,4.915,514.2,87.2,31485.56962,31494.884544311924,0
16.58,50.35,4.919,514.7,93.8,31649.62025,31658.520068763326,0
16.75,49.32,4.918,523.3,111.1,31473.41772,31480.85345357336,0
16.85,48.75,4.915,473.0,109.5,31649.62025,31657.12196232877,0
16.87,49.02,4.916,453.4,96.1,31844.05063,31852.655909916753,0
16.87,48.45,4.918,509.3,91.6,31916.96203,31925.885081310043,0
17.03,48.08,4.922,545.3,89.6,31923.03797,31932.17638964286,0
17.45,47.85,4.918,561.0,79.3,32190.37975,32200.909163619166,0
17.71,46.68,4.916,562.1,70.1,32299.74684,32311.540032582026,0
17.71,49.12,4.914,564.5,70.8,32384.81013,32397.09706785311,0
17.77,48.81,4.914,613.2,117.2,32190.37975,32197.78037883959,0
17.71,50.35,4.914,626.3,133.0,32105.31646,32112.020959999998,0
17.64,50.08,4.922,496.9,99.2,31971.64557,31980.55092483871,0
17.54,50.01,4.917,448.2,91.8,32105.31646,32114.8717475817,0
17.37,49.31,4.921,552.1,108.6,32129.62025,32137.50712569061,0
17.26,49.41,4.918,607.1,149.1,31564.55696,31570.276722575454,0
17.29,49.71,4.916,582.3,180.5,31114.93671,31119.698404736842,0
17.38,50.48,4.915,518.1,184.5,31212.1519,31216.907143360433,0
17.54,50.41,4.917,582.8,172.1,30671.39241,30676.530070662408,0
17.4,51.77,4.919,488.2,155.5,30823.29114,30829.08405318328,0
17.32,51.87,4.919,539.6,174.9,30908.35443,30913.491013190393,0
17.13,51.67,4.917,494.5,206.6,30628.86076,30633.144918276863,0
17.09,51.9,4.919,462.8,282.8,30100.25316,30103.38954967468,0
16.95,53.47,4.918,404.6,330.6,29936.20253,29938.9439592196,0
16.82,55.14,4.917,394.9,372.0,29875.44304,29877.936198064515,0
16.75,54.71,4.918,386.7,401.1,29358.98734,29361.272038329593,0
16.8,54.87,4.921,368.9,405.3,29134.17722,29136.45162414508,0
16.77,53.97,4.915,340.3,382.7,28945.82278,28948.18775752809,0
16.78,54.31,4.916,239.8,264.4,28806.07595,28809.52270416036,0
16.56,55.14,4.917,159.5,171.1,28775.6962,28781.032952776153,0
16.6,53.64,4.919,103.3,104.7,28812.1519,28820.65642722063,0
16.69,53.34,4.926,135.4,144.4,28976.20253,28982.367658808864,0
16.71,53.24,4.92,115.8,119.6,29024.81013,29032.248594882945,0
16.55,53.97,4.918,105.2,111.5,29468.35443,29476.365223721972,0
16.45,54.21,4.917,62.23,63.87,30397.97468,30411.93670442461,1
16.38,55.11,4.916,92.3,106.5,31564.55696,31573.033033239437,1
16.31,55.51,4.916,98.6,117.2,34152.91139,34160.636373788395,1
16.16,55.77,4.919,51.42,58.47,36978.22785,36993.6416211647,1
16.04,56.21,4.917,29.18,31.91,38539.74684,38568.0015689251,1
15.92,56.88,4.914,20.51,21.5,39220.25316,39262.370815813956,1
15.68,58.41,4.919,11.88,12.29,39438.98734,39513.50880460537,1
15.63,58.81,4.92,4.736,4.729,39360.0,39554.375195601606,1
15.73,58.04,4.917,3.506,3.542,39323.5443,39581.29957950311,1
15.66,58.24,4.916,0.534,0.471,39505.82278,41442.2100411465,1
15.65,58.38,4.922,0.091,0.108,39572.65823,48032.352674444446,1
15.72,57.34,4.922,0.07,0.093,39396.4557,49088.76537741935,1
15.71,57.58,4.92,0.095,0.093,39372.1519,49098.83792150537,1
15.89,55.94,4.918,0.04,0.152,39414.68354,45262.621697894734,1
16.01,55.27,4.922,0.066,0.119,39584.81013,47020.715172016804,1
16.15,55.11,4.915,0.077,0.13,39414.68354,46261.04123230769,1
15.94,56.01,4.914,0.059,0.104,39724.55696,48309.16657538462,1
16.03,55.81,4.924,0.04,0.122,40064.81013,47397.87816278688,1
16.23,55.21,4.918,0.051,0.104,40453.67089,49069.61608230769,1
16.31,53.4,4.924,0.062,0.104,40301.77215,48676.32984230769,1
16.32,53.54,4.921,0.07,0.134,40137.72152,46658.41405731343,1
16.3,54.11,4.916,0.066,0.085,40307.8481,50684.23633529412,1
16.24,54.47,4.917,0.088,0.082,40678.48101,51466.19808317073,1
16.75,54.07,4.925,0.081,0.104,40526.58228,49234.971703076924,1
17.07,52.34,4.919,0.088,0.078,40247.08861,51701.49630230769,1
16.75,52.57,4.917,0.066,0.134,40101.26582,46672.51582,1
16.44,54.44,4.923,0.062,0.111,40174.17722,48237.1826254054,1
16.15,55.67,4.914,0.059,0.093,39730.63291,49398.05764118279,1
16.15,56.04,4.918,0.066,0.078,39183.79747,50786.95131615384,1
16.34,56.31,4.92,0.055,0.119,38576.20253,46308.18068126051,1
16.25,56.88,4.918,0.062,0.082,37737.72152,49009.67273951219,1
15.97,57.81,4.922,0.102,0.085,37154.43038,48015.90920352941,1
15.67,59.35,4.922,0.051,0.104,36565.06329,45507.510405384615,1
15.88,58.24,4.915,0.055,0.119,35872.40506,43644.26388352941,1
15.95,58.34,4.917,0.04,0.082,35149.36709,46497.20855341463,1
15.85,59.18,4.916,0.07,0.111,34098.22785,42548.70532747748,1
15.9,59.41,4.916,0.044,0.137,33205.06329,40100.09248708029,1
16.08,59.25,4.92,0.07,0.115,32232.91139,40517.60704217391,1
16.01,59.48,4.918,0.062,0.085,31181.77215,42385.00509117647,1
16.02,60.45,4.913,0.091,0.115,30495.18987,38916.13769608695,1
16.34,59.31,4.916,0.081,0.115,29760.0,38187.17739130434,1
16.32,59.61,4.92,0.066,0.152,29000.50633,35400.73790894737,1
16.39,59.25,4.918,0.037,0.111,28320.0,37068.71621621621,0
16.54,58.61,4.922,0.055,0.089,27669.87342,38562.1138694382,0
16.29,59.45,4.922,0.091,0.07,26977.21519,40812.07947571429,0
16.34,59.45,4.915,0.073,0.148,26065.82278,32629.42413135135,0
16.24,59.71,4.916,0.037,0.119,25391.39241,33540.05123352941,0
16.32,59.85,4.918,0.044,0.137,25014.68354,32144.26018233577,0
16.29,60.05,4.918,0.07,0.126,24583.29114,32346.898282857142,0
16.39,60.11,4.919,0.062,0.115,24212.65823,32779.63996913044,0
16.21,60.48,4.918,0.062,0.141,24000.0,30953.055319148938,0
16.01,61.65,4.915,0.084,0.078,23605.06329,36259.12098230769,0
15.84,62.32,4.916,0.059,0.1,23374.17722,33245.66522,0
15.74,63.15,4.918,0.07,0.119,22967.08861,31319.87012260504,0
15.56,64.45,4.916,0.07,0.115,22572.1519,31292.517117391304,0
15.44,64.89,4.918,0.033,0.093,22590.37975,33363.51523387097,0
15.41,65.19,4.919,0.048,0.13,22626.83544,30354.357747692306,0
15.38,65.62,4.916,0.04,0.085,22365.56962,34238.929619999995,0
15.69,64.29,4.916,0.073,0.111,22286.58228,31374.060658378377,0
15.67,64.69,4.923,0.051,0.093,22171.13924,33071.05644430107,0
15.9,64.12,4.918,0.051,0.108,22055.6962,31495.58508888889,0
16.02,63.45,4.918,0.091,0.085,21994.93671,33953.395533529416,0
16.15,63.12,4.918,0.062,0.104,21976.70886,31778.51655230769,0
16.07,64.62,4.92,0.084,0.108,22019.24051,31634.457176666667,0
15.96,64.89,4.917,0.062,0.093,21934.17722,33070.138510322584,0
16.06,64.55,4.92,0.106,0.096,21843.03797,32641.715053333333,0
16.28,64.99,4.917,0.051,0.108,21994.93671,31791.57745074074,0
15.95,66.12,4.915,0.055,0.148,22031.39241,29157.16268027027,0
16.5,64.92,4.916,0.04,0.156,22086.07595,28952.61441153846,0
16.53,62.75,4.92,0.051,0.185,22244.05063,27850.847927297298,0
16.69,62.82,4.92,0.055,0.159,22104.3038,28698.42832830189,0
16.96,60.88,4.918,0.055,0.115,22152.91139,31131.387911739133,0
16.93,60.98,4.916,0.066,0.1,22207.59494,32531.50894,0
16.69,62.52,4.916,0.062,0.122,22505.31646,31058.257443606555,0
16.54,63.18,4.916,0.084,0.122,23611.13924,32176.69005967213,0
16.52,63.75,4.923,0.048,0.13,23969.62025,32070.774096153844,0
16.36,65.22,4.916,0.07,0.126,24109.36709,32577.61470904762,0
16.15,66.46,4.917,0.048,0.137,24060.75949,31895.27773817518,0
16.06,67.09,4.92,0.059,0.13,23921.01266,32209.208044615385,0
15.87,69.69,4.917,0.073,0.145,23477.46835,31104.918694827586,0
15.77,69.76,4.914,0.055,0.115,22869.87342,32436.092550434783,0
16.02,67.62,4.922,0.04,0.171,21776.20253,28111.128845789473,0
15.92,67.86,4.917,0.055,0.115,20755.44304,30149.627387826084,0
15.99,67.66,4.915,0.077,0.1,20889.11392,31707.94792,0
15.94,67.59,4.914,0.07,0.134,21059.24051,29099.424092089554,0
15.89,68.26,4.913,0.055,0.178,21083.5443,27177.09149101124,0
15.74,69.23,4.915,0.084,0.1,21435.94937,32332.751369999998,0
15.78,69.29,4.916,0.117,0.174,21636.4557,27920.341906896552,0
15.78,70.6,4.916,0.479,0.56,23167.59494,25157.00208285714,0
15.64,72.1,4.914,2.093,1.999,24006.07595,24570.180002026013,0
15.69,71.5,4.915,6.906,6.705,25038.98734,25206.300539105145,0
15.58,76.7,4.915,16.68,16.2,25701.26582,25775.030387901235,0
15.37,77.3,4.912,27.27,26.73,26084.05063,26128.498852970446,0
15.68,74.9,4.914,47.95,47.69,26527.59494,26552.22131869574,0
15.76,72.8,4.913,61.82,61.96,27031.89873,27050.415966927052,0
15.79,72.6,4.91,43.39,42.65,27384.3038,27411.18197116061,0
15.8,72.9,4.912,47.05,46.32,27991.89873,28016.765310310882,0
15.81,73.1,4.916,59.95,58.81,28866.83544,28886.487046869577,0
15.98,72.2,4.918,84.0,82.7,29832.91139,29846.862490362757,0
16.08,71.2,4.914,80.8,77.0,30416.20253,30431.071309220777,0
16.17,70.1,4.913,118.0,111.4,31078.48101,31088.656207486536,0
16.37,69.13,4.917,174.7,164.6,31637.46835,31644.34355109356,0
16.55,67.76,4.915,221.0,208.5,32141.77215,32147.150701558752,0
16.71,66.76,4.915,200.8,186.6,32876.96203,32882.94037726688,0
16.79,65.79,4.919,153.4,137.2,33363.03797,33371.08909317784,0
16.71,66.39,4.914,180.1,165.7,33666.83544,33673.53053293905,0
16.66,66.12,4.914,171.9,160.8,34110.37975,34117.23024253731,0
16.85,64.85,4.917,133.0,119.4,34420.25316,34429.40493973199,0
16.8,64.59,4.914,105.3,103.4,34730.12658,34740.620893346226,0
16.97,64.89,4.914,415.5,401.9,34511.39241,34514.13235351829,0
17.1,64.99,4.914,343.0,319.9,34967.08861,34970.56259874648,0
17.28,65.42,4.916,609.2,555.7,35052.1519,35054.18619476336,0
17.46,63.95,4.915,419.2,361.6,35197.97468,35201.06253121681,0
17.16,64.65,4.915,351.3,315.9,35289.11392,35292.625771851854,0
17.45,65.02,4.918,594.4,467.2,35307.34177,35309.77027813356,0
17.79,63.72,4.916,750.0,552.4,35392.40506,35394.45715775525,0
17.84,63.82,4.916,658.0,458.4,34875.94937,34878.4331152007,0
17.73,64.12,4.909,427.4,292.2,35118.98734,35122.877988870634,0
17.59,64.69,4.915,177.0,149.3,35125.06329,35132.684837890156,0
17.49,66.29,4.916,215.1,174.2,35149.36709,35156.02272777267,1
17.8,65.35,4.92,222.8,192.3,35210.12658,35216.17561796151,1
18.16,64.75,4.917,185.0,173.3,35131.13924,35137.92435252164,1
18.25,63.15,4.916,262.2,242.2,34578.22785,34582.986262469036,1
18.34,63.08,4.914,293.2,272.8,34547.8481,34552.088888856306,0
18.31,62.45,4.914,234.4,231.5,34736.20253,34741.14187989201,0
18.31,62.55,4.916,206.2,199.1,34845.56962,34851.32195802109,0
18.28,62.65,4.915,149.0,149.1,34839.49367,34847.17470286386,0
18.22,63.25,4.917,192.3,194.8,34493.16456,34499.080448090346,0
18.24,63.42,4.918,148.6,150.2,34231.89873,34239.60033319574,0
18.18,65.32,4.916,130.9,131.5,34231.89873,34240.92928209125,0
18.16,65.35,4.915,120.7,120.7,34189.36709,34199.19936837614,0
18.16,66.29,4.916,103.4,103.8,33903.79747,33915.39502684007,0
17.51,75.5,4.915,91.9,92.2,33691.13924,33705.47768902386,0
16.73,77.2,4.914,64.88,64.15,33636.4557,33656.58907490257,0
16.63,77.3,4.918,60.9,61.23,33563.5443,33584.53889415319,0
17.07,76.3,4.918,58.31,59.0,33399.49367,33421.568941186444,0
17.32,71.0,4.917,56.65,57.38,33344.81013,33366.24129068316,0
17.24,71.3,4.916,65.39,66.71,33192.91139,33211.33759296807,0
17.2,74.6,4.914,70.6,72.1,33211.13924,33228.93563389736,0
16.7,77.8,4.91,59.89,61.1,33034.93671,33056.20119445172,0
16.68,76.7,4.912,66.57,68.46,33180.75949,33199.44713241893,0
16.8,74.7,4.916,70.6,72.4,32992.40506,33009.738761657456,0
16.75,75.8,4.915,63.08,63.98,33417.72152,33437.56600265083,0
16.84,75.7,4.912,71.2,73.2,33794.43038,33811.84551661202,1
16.89,73.6,4.913,57.1,58.48,34693.67089,34714.92779834473,1
16.79,74.2,4.91,45.26,45.9,35714.43038,35741.5723843573,1
16.98,74.0,4.913,37.35,37.82,38205.56962,38238.793311168694,1
17.3,69.59,4.914,23.79,23.99,40684.55696,40734.74066154231,1
17.18,69.76,4.915,11.38,11.5,42756.4557,42860.67107391304,1
16.69,78.0,4.912,5.002,5.006,43485.56962,43745.62155767479,1
16.31,78.3,4.915,2.686,2.833,43673.92405,44124.70873055066,1
16.57,75.9,4.915,0.823,0.857,43704.3038,45171.82188634772,1
16.56,75.8,4.912,0.977,1.046,43443.03797,44643.08385910134,1
16.62,74.6,4.912,0.179,0.2,43236.4557,49435.7157,1
16.63,74.2,4.915,0.048,0.13,43218.22785,52710.12015769231,1
16.31,76.8,4.912,0.029,0.137,43388.35443,52531.47851759124,1
16.49,74.8,4.913,0.026,0.215,43084.55696,48821.54300651163,1
16.31,77.2,4.913,0.048,0.152,42938.73418,51222.49733789473,1
16.07,78.6,4.914,0.037,0.189,42701.77215,49384.85151507936,1
16.1,78.7,4.91,0.04,0.159,42574.17722,50543.17093069182,1
16.34,76.1,4.913,0.022,0.163,42774.68354,50403.35838662576,1
16.51,75.6,4.915,0.044,0.122,43297.21519,53528.0020752459,1
16.53,74.8,4.913,0.026,0.163,43418.73418,51004.28019226994,1
16.21,78.6,4.915,0.029,0.152,43230.37975,51612.65606578947,1
15.93,79.6,4.911,0.037,0.13,43236.4557,52990.517238461536,1
16.14,78.9,4.909,0.022,0.13,42853.67089,52649.40935153846,1
16.6,76.5,4.913,0.055,0.171,42726.07595,50152.391739473685,1
16.88,71.9,4.914,0.048,0.13,42197.46835,51533.406811538465,1
16.9,71.8,4.912,0.037,0.119,41395.44304,51592.24976268907,1
16.87,72.4,4.916,0.037,0.156,41036.96203,48866.37228641026,1
16.94,71.5,4.917,0.044,0.108,40824.3038,52039.21120740741,1
16.75,74.6,4.911,0.033,0.126,40210.63291,50127.69640206349,1
16.44,77.2,4.913,0.026,0.185,39572.65823,46433.02579756757,1
16.39,77.6,4.915,0.04,0.137,39202.02532,48485.704152116785,1
16.86,73.8,4.912,0.026,0.122,38521.51899,48720.43702278688,1
17.05,70.9,4.915,0.033,0.126,37913.92405,47507.93198650794,1
17.09,70.8,4.914,0.033,0.152,37069.36709,45029.70919526316,1
17.07,70.9,4.909,0.018,0.163,35957.46835,43382.394730368105,1
17.18,70.3,4.915,0.044,0.1,34772.65823,46850.19823,1
17.22,69.33,4.912,0.033,0.137,33897.72152,42612.04706744525,1
17.21,69.69,4.912,0.055,0.156,32889.11392,40577.350458461544,1
17.08,70.6,4.913,0.04,0.182,32263.29114,38888.82960153846,1
17.12,70.5,4.916,0.048,0.133,31376.20253,40451.08974804511,1
17.1,70.9,4.908,0.029,0.133,30270.37975,39386.09403571428,1
17.09,72.1,4.91,0.04,0.137,29638.48101,38632.561301970796,1
16.87,73.7,4.916,0.048,0.082,29109.87342,44272.30024926829,1
16.97,73.1,4.914,0.029,0.126,28368.60759,38213.90124079365,1
16.98,72.2,4.915,0.048,0.108,27360.0,38711.444444444445,0
16.99,72.5,4.916,0.051,0.104,26254.17722,38098.16760461539,0
16.96,72.9,4.911,0.048,0.141,26023.29114,34791.97199106384,0
16.86,73.3,4.914,0.022,0.093,25859.24051,39147.82115516129,0
16.96,73.2,4.915,0.037,0.133,25385.31646,34719.69239984962,0
16.66,75.9,4.916,0.022,0.133,25069.36709,34576.84077421053,0
16.61,76.0,4.914,0.04,0.115,24874.93671,35851.98018826087,0
16.87,74.4,4.913,0.033,0.126,24218.73418,34180.067513333335,0
16.93,72.4,4.909,0.033,0.122,24085.06329,34132.046896557375,0
16.89,73.8,4.914,0.033,0.152,23811.64557,32012.18504368421,0
16.69,74.3,4.916,0.033,0.119,23902.78481,34323.51590243698,0
16.65,75.1,4.912,0.033,0.089,23659.74684,37709.35358157303,0
16.83,72.2,4.911,0.029,0.111,23586.83544,34533.916521081075,0
16.73,73.5,4.912,0.022,0.119,23355.94937,33689.184664117645,0
16.7,73.8,4.913,0.062,0.074,22961.01266,39615.87752486486,0
16.47,76.6,4.913,0.04,0.111,22711.89873,34077.68251378379,0
16.37,76.9,4.916,0.066,0.093,22517.46835,36053.522113440864,0
16.27,78.0,4.916,0.062,0.1,22371.64557,35062.24557,0
16.15,78.9,4.916,0.055,0.126,22189.36709,32302.34328047619,0
